text,rating,clean_text,text_length
Perfect and good price,5.0,perfect and good price,22
"she tried it out said it will work very well for her new job, some kind of phone information. Her be happy. 5 stars pluss",5.0,she tried it out said it will work very well for her new job some kind of phone information her be happy stars pluss,116
Loooooooove this tablet! Speakers are great on them too! Camera isn't great but that isn't a priority on this tablet.,5.0,loooooooove this tablet speakers are great on them too camera isnt great but that isnt a priority on this tablet,112
"Wonderful quality, perfect size, just what I needed.",5.0,wonderful quality perfect size just what i needed,49
I love this product because it is portable. It makes having a home office much easier and I can take my office with me as well. I have been using this since August and it has made working from home so much better!,5.0,i love this product because it is portable it makes having a home office much easier and i can take my office with me as well i have been using this since august and it has made working from home so much better,210
This Green Screen is a little lighter then my old one. No matter it is a good color in chromakey green. Cotton and soft I like it just find.,5.0,this green screen is a little lighter then my old one no matter it is a good color in chromakey green cotton and soft i like it just find,137
Never moves!!!,5.0,never moves,11
This is what I have been looking for! Thank you for such a beautiful vintage turntable,5.0,this is what i have been looking for thank you for such a beautiful vintage turntable,85
Just what we needed for an older device.,5.0,just what we needed for an older device,39
I love having all my charging cords together when traveling.  Love it!,5.0,i love having all my charging cords together when traveling love it,67
The right product for my needs.,5.0,the right product for my needs,30
"Went on easily..had to reposition (old eyes, unsteady hands) and was very easy to do. Seems to protect well and no glare.",5.0,went on easilyhad to reposition old eyes unsteady hands and was very easy to do seems to protect well and no glare,114
Love this fitbit activity tracker.  Makes it easy to have a goal and be &#34;pushed&#34; to meet it each day.,5.0,love this fitbit activity tracker makes it easy to have a goal and be pushed to meet it each day,96
"If I could give this a higher rating than a 5*, I would. Excellent protective case for my Kindle. It looks terrific, holds the Kindle very securely using two upper corner straps and two lower corner pockets the Kindle slips into. The inside is a soft grey suede material. The outside is a (black) textured material with the appearance of leather. There is a side strap which snaps onto the front cover with a magnet. The company logo is branded on the front cover corner. It was packaged in a protective plastic envelope with details about the pride the company takes manufacturing these. I ordered mine in black and I am VERY happy with this purchase. High quality at a reasonable price, as well.",5.0,if i could give this a higher rating than a i would excellent protective case for my kindle it looks terrific holds the kindle very securely using two upper corner straps and two lower corner pockets the kindle slips into the inside is a soft grey suede material the outside is a black textured material with the appearance of leather there is a side strap which snaps onto the front cover with a magnet the company logo is branded on the front cover corner it was packaged in a protective plastic envelope with details about the pride the company takes manufacturing these i ordered mine in black and i am very happy with this purchase high quality at a reasonable price as well,679
"I've used these successfully for many years. Great for quick change off the tripod. Only limit is that it is marked as being designed to hold no more than 6-1/2 pounds.<br /><br />I notice also that as it's spring loaded to secure the base plate to the QRC clamp, it does not attach the camera to the tripod absolutely tight. It's secure, but you can wiggle the camera a bit against the spring.<br /><br />The spring base body comes with a 1/4-20 threaded hole that mounts to the tripod head or other accessory. The plate in the early days went on the camera in only one direction. These days the plate has been reshaped so no matter how you put it on the camera, it will always fit the base adapter properly.<br /><br />To use it, you cock the base place against its spring by pushing in the latch on the left side. It catches in the open position. Then, when you drop the camera into the base, it releases the spring and clamps shut on the plate with a satisfying ""thwunk."" To release, press in the latch and lift. Camera comes free and is easy to remove.<br /><br />While there are dozens of different plates out there from many different manufacturers, and if I were just beginning (and hadn't invested so much in these Stroboframe QRC's) a more universal standard quick disconnect plate system seems to be the Arca-Swiss ([[ASIN:B005ZLOW8K Desmond DAC-01 50mm QR Clamp 3/8"" w 1/4"" Adapter Arca Compatible for Tripod Head]]). The basic dimensions and shape of the plate have been adopted by many different manufacturers. You can choose from many options.",5.0,ive used these successfully for many years great for quick change off the tripod only limit is that it is marked as being designed to hold no more than poundsbr br i notice also that as its spring loaded to secure the base plate to the qrc clamp it does not attach the camera to the tripod absolutely tight its secure but you can wiggle the camera a bit against the springbr br the spring base body comes with a threaded hole that mounts to the tripod head or other accessory the plate in the early days went on the camera in only one direction these days the plate has been reshaped so no matter how you put it on the camera it will always fit the base adapter properlybr br to use it you cock the base place against its spring by pushing in the latch on the left side it catches in the open position then when you drop the camera into the base it releases the spring and clamps shut on the plate with a satisfying thwunk to release press in the latch and lift camera comes free and is easy to removebr br while there are dozens of different plates out there from many different manufacturers and if i were just beginning and hadnt invested so much in these stroboframe qrcs a more universal standard quick disconnect plate system seems to be the arcaswiss asinbzlowk desmond dac mm qr clamp w adapter arca compatible for tripod head the basic dimensions and shape of the plate have been adopted by many different manufacturers you can choose from many options,1461
"So fun! We recently bought a projector for the family and of course you need a screen to go with it! We used the projector on the wall in our house but for outside we needed a screen and last weekend we made popcorn and set it all up on the side of our garage, the screen comes with clips which it was very easy to hang- I definitely recommend this one! 🎬📽",5.0,so fun we recently bought a projector for the family and of course you need a screen to go with it we used the projector on the wall in our house but for outside we needed a screen and last weekend we made popcorn and set it all up on the side of our garage the screen comes with clips which it was very easy to hang i definitely recommend this one,348
great sound JBL  makes good things and this is made nice and I also like the weight It stays right were I put It,5.0,great sound jbl makes good things and this is made nice and i also like the weight it stays right were i put it,111
"I just received this camera bag, so I cannot in truth comment on it's water resistance or durability.  I bought this bag for a new FujiFilm X100V camera.  The bag is a good size for a compact camera system. My camera does not accept accessory lenses so I'll only be carrying spare batteries, charger, filters, cable release and SD memory cards.  That will leave me with plenty of room for a few personal items.  The bag appears to be well constructed and durable. It's well padded and includes four Velcro-locking dividers.  My only complaint, so far, is that the zipper track is made of some kind of plastic material with dual metal pull tabs.  I would have preferred a more robust zipper, but for this price, the zipper will have to do. Overall, the bag is very attractive and professional looking much like a Billingham or Domke.  If it lasts half as long as either of those two, I'll be very happy.",5.0,i just received this camera bag so i cannot in truth comment on its water resistance or durability i bought this bag for a new fujifilm xv camera the bag is a good size for a compact camera system my camera does not accept accessory lenses so ill only be carrying spare batteries charger filters cable release and sd memory cards that will leave me with plenty of room for a few personal items the bag appears to be well constructed and durable its well padded and includes four velcrolocking dividers my only complaint so far is that the zipper track is made of some kind of plastic material with dual metal pull tabs i would have preferred a more robust zipper but for this price the zipper will have to do overall the bag is very attractive and professional looking much like a billingham or domke if it lasts half as long as either of those two ill be very happy,866
"I ended up taking out the original cards and swapping them for 2 X 64gb microSD's, and now i have a 128gb PSP that performs flawlessly.",5.0,i ended up taking out the original cards and swapping them for x gb microsds and now i have a gb psp that performs flawlessly,125
"This does not fit my camera but I can make it work.  Essentially this helps you to attach your camera to a telescope.  This would have been handy during that ""Christmas Star"" conjunction of Saturn and Jupiter.  The adapter easily fits onto my telescope that I have, and I can easily get my camera with its lens extended to go onto it if I have it at full zoom.",5.0,this does not fit my camera but i can make it work essentially this helps you to attach your camera to a telescope this would have been handy during that christmas star conjunction of saturn and jupiter the adapter easily fits onto my telescope that i have and i can easily get my camera with its lens extended to go onto it if i have it at full zoom,350
I like it alot,5.0,i like it alot,14
"This MB is beautiful and I have had zero issues. As long this MB supports the 5000 series Threadrippers to be released this quarter then this should remain the best board on the market for Threadripper builds (unless you get TR Pro, then get the Sage variant of this board).",5.0,this mb is beautiful and i have had zero issues as long this mb supports the series threadrippers to be released this quarter then this should remain the best board on the market for threadripper builds unless you get tr pro then get the sage variant of this board,264
Very lightweight and takes so little space.<br />Not sure how durable it'd be.,5.0,very lightweight and takes so little spacebr not sure how durable itd be,72
Did exactly what we needed it to do.,5.0,did exactly what we needed it to do,35
"Whether you're a photographer or videographer, you have to take care of your SD cards.<br /><br />I've seen the pelican case before in person, this is pretty much the exact same thing.<br /><br />I can't speak about water resistance but honestly, unless you're a surf photographer, you should be fine.<br /><br />This will keep your SD cards safe and organized. I hate losing SD cards and these keep everything together.<br /><br />I've personalized mine by covering it with bright orange/blue spike tape so I can easily see it in a dark backpack.",5.0,whether youre a photographer or videographer you have to take care of your sd cardsbr br ive seen the pelican case before in person this is pretty much the exact same thingbr br i cant speak about water resistance but honestly unless youre a surf photographer you should be finebr br this will keep your sd cards safe and organized i hate losing sd cards and these keep everything togetherbr br ive personalized mine by covering it with bright orangeblue spike tape so i can easily see it in a dark backpack,507
"Awesome camera for the price so far. Easy to hook up. It says it's no longer water proof once you open the lens but you have to open it if you want to change mounting type. After making sure the camera was set up at a viewing I was happy with, I applied some 3m emblem glue around the camera to reseal it. Iv gone through the car wash a few times and haven't had a problem yet.",5.0,awesome camera for the price so far easy to hook up it says its no longer water proof once you open the lens but you have to open it if you want to change mounting type after making sure the camera was set up at a viewing i was happy with i applied some m emblem glue around the camera to reseal it iv gone through the car wash a few times and havent had a problem yet,368
"Original(November 25, 2016): If you like listening to bass heavy music, this is likely one of the best $100ish level headphones you can get. Due to it's closed back construction, it keeps all that juicy bass in the headset, and you can crank this baby up quite a bit due to its low power usage compared to higher end audiophile headphones. As many others have stated, the general sound range is decent, but its cranked up for bass for sure, but can do general sound reproduction quite well for $100.<br /><br />If you are looking for proper audiophile entry level headphones, the Audiotechnica m50x would be my suggestion for general and bass heavy music, and the Sennheiser HD 598 are amazing for less bass heavy music, however those headphones are an extra 50% more expensive at about $150ish currently at the end of 2016.<br /><br />Also, if you are wondering how these stack up against Beats headphones... you are in for a mind-blowing experience. The vast majority of audiophiles, even newbies, generally understand that Beats are &#34;bling&#34;, more of a fashion statement than a sign of taste. Beats tends to cram cheapo components in their headphones, they were even caught cramming metal weights into their headphones to give them weight so they would &#34;feel like quality&#34;, and cranks the bass so high that everything else gets completely drowned out. If you dont believe me, then try this, plug in a set of &#34;high end&#34; Beats headphones to an average computer and crank the volume/power up to max, you might notice that the drivers are straining themselves and have maxed themselves, making the sound grainy and tinny, this is a sign that the drivers are low quality or designed for low power use only, now plug in a proper audiophile headset like an m50x and crank it up to max, those, even if they are entry level audiophile headphones, dont sound like they are straining themselves, you get crisp, accurate sound reproduction, even at high power levels. Now if you plug in a set of true high end studio level audiophile headphones, with proper audio equipment and an amp, it would literally be almost exactly like being in the studio with the artist recording the song at that moment, to the point where even people with golden hearing, who can hear the distinct digital differences between tones from electronic reproduction would have trouble telling the difference with completely uncompressed audio with a set of headphones like the Sennheiser HD 800 ($1000 set of headphones designed with the idea of perfect audio reproduction).<br /><br />Pros:<br />-Powerful bass (prepare for some epic headbanging)<br />-Majority of sound range is good<br />-No need for an amp<br />-Price (&lt;$100)<br /><br />Cons<br />-Comfort (heavy pressure with on-ear construction to get that seal for good bass, I can only comfortably keep these on for a couple hours at a time)<br />-The stock cord is pretty short (approx 3ft [1m])<br /><br />Update (Feburary 2020): Things have seriously changed in the last 4-5 years in the audio space. Beats were purchased by Apple, and they dont make complete trash anymore, just mediocre bass-heavy overpriced cans. The pricing of Beats headphones are 50-100% higher than what they are really worth if you are going by actual price for performance.<br /><br />After having a chance to finally fix my pair and try them with a decent entry-level 2019 serious DAC+AMP (a Schiit Magni 3 Heresy stack) I am still pretty happy with the MDR-X10/REDs. Bass is pretty heavy, but not super loose, mids and highs are somewhat recessed, highs more so. Vocals will usually be weak-sounding. The resolution is ok. The soundstage is there, but small, not so bad that sounds never leave the inside of your skull, but its small enough that its in your face.<br /><br />I really wish they had an extra slightly longer cable, and if that cable ended in a 1/4 inch. They are incredibly easy to drive, so its easy to use with a phone (with a headphone jack) or straight out of your PC, even compared to my HD598, I tend to need to crank my amp maybe 10-20% more with the HD598 compared to the MDR-X10. There is no need for an amp at all, though they are good enough to be improved somewhat by using an amp.<br /><br />Overall, I think this is still a decent set of cans for a beginner to start their journey into hi-fi headphones, especially if you are a bit of a basshead. They dont do anything that is overtly offensive.",5.0,originalnovember if you like listening to bass heavy music this is likely one of the best ish level headphones you can get due to its closed back construction it keeps all that juicy bass in the headset and you can crank this baby up quite a bit due to its low power usage compared to higher end audiophile headphones as many others have stated the general sound range is decent but its cranked up for bass for sure but can do general sound reproduction quite well for br br if you are looking for proper audiophile entry level headphones the audiotechnica mx would be my suggestion for general and bass heavy music and the sennheiser hd are amazing for less bass heavy music however those headphones are an extra more expensive at about ish currently at the end of br br also if you are wondering how these stack up against beats headphones you are in for a mindblowing experience the vast majority of audiophiles even newbies generally understand that beats are bling more of a fashion statement than a sign of taste beats tends to cram cheapo components in their headphones they were even caught cramming metal weights into their headphones to give them weight so they would feel like quality and cranks the bass so high that everything else gets completely drowned out if you dont believe me then try this plug in a set of high end beats headphones to an average computer and crank the volumepower up to max you might notice that the drivers are straining themselves and have maxed themselves making the sound grainy and tinny this is a sign that the drivers are low quality or designed for low power use only now plug in a proper audiophile headset like an mx and crank it up to max those even if they are entry level audiophile headphones dont sound like they are straining themselves you get crisp accurate sound reproduction even at high power levels now if you plug in a set of true high end studio level audiophile headphones with proper audio equipment and an amp it would literally be almost exactly like being in the studio with the artist recording the song at that moment to the point where even people with golden hearing who can hear the distinct digital differences between tones from electronic reproduction would have trouble telling the difference with completely uncompressed audio with a set of headphones like the sennheiser hd set of headphones designed with the idea of perfect audio reproductionbr br prosbr powerful bass prepare for some epic headbangingbr majority of sound range is goodbr no need for an ampbr price ltbr br consbr comfort heavy pressure with onear construction to get that seal for good bass i can only comfortably keep these on for a couple hours at a timebr the stock cord is pretty short approx ft mbr br update feburary things have seriously changed in the last years in the audio space beats were purchased by apple and they dont make complete trash anymore just mediocre bassheavy overpriced cans the pricing of beats headphones are higher than what they are really worth if you are going by actual price for performancebr br after having a chance to finally fix my pair and try them with a decent entrylevel serious dacamp a schiit magni heresy stack i am still pretty happy with the mdrxreds bass is pretty heavy but not super loose mids and highs are somewhat recessed highs more so vocals will usually be weaksounding the resolution is ok the soundstage is there but small not so bad that sounds never leave the inside of your skull but its small enough that its in your facebr br i really wish they had an extra slightly longer cable and if that cable ended in a inch they are incredibly easy to drive so its easy to use with a phone with a headphone jack or straight out of your pc even compared to my hd i tend to need to crank my amp maybe more with the hd compared to the mdrx there is no need for an amp at all though they are good enough to be improved somewhat by using an ampbr br overall i think this is still a decent set of cans for a beginner to start their journey into hifi headphones especially if you are a bit of a basshead they dont do anything that is overtly offensive,4146
"Absolutely love them! I’ve always had an issue with getting any earphones to stay in my ears. I thought the Apple AirPods would be different but they wouldn’t stay either. Very annoying, to say the least. So I decided to try the Earbuddyz and as soon as I put them on I could tell the difference. Would recommend!",5.0,absolutely love them ive always had an issue with getting any earphones to stay in my ears i thought the apple airpods would be different but they wouldnt stay either very annoying to say the least so i decided to try the earbuddyz and as soon as i put them on i could tell the difference would recommend,304
"It is so nice to have my batteries organized!! You can see them all, you know they’re all new and you can check them with the battery tester that comes with it.",5.0,it is so nice to have my batteries organized you can see them all you know theyre all new and you can check them with the battery tester that comes with it,155
Item came fast and is as described These batteries are a great value.,5.0,item came fast and is as described these batteries are a great value,68
Works as described,5.0,works as described,18
I’m not a fan of having multiple chargers plugged into a power strip. It gets bulky and I’ve had them come loose and stop charging. This is much nicer.,5.0,im not a fan of having multiple chargers plugged into a power strip it gets bulky and ive had them come loose and stop charging this is much nicer,146
"I selected this mouse with the thought that it would be a good travel mouse. I like the feature set, specifically the ability to recharge the mouse instead of replacing the batteries. So far, I have had no issues with this mouse. In the price range, it’s a good one.<br /><br />The mouse comes in a little mesh bag which sets it up nicely for use as a travel mouse. I can toss the whole in my bag and the USB dongle will stay with it even if it slips off the mouse.<br /><br />The mouse quickly connects once the dongle is plugged in, and I have not had any trouble with it. It’s responsive and does not skip or stutter.<br /><br />One of the things about this mouse that stands out to me is actually the shape. Most mice are somewhat arched but do not have enough arch to fit my hand properly. This one is much more arched than most. I still prefer my trackball, but I do not have any issue with using this mouse because the fit in my hand causes less cramping for me.<br /><br />Charging this mouse is fast and easy. It comes with a USB cable and it charges up quickly when plugged in. I have not drained the mouse all the way down and recharged it so I cannot say for sure yet how long it takes to charge it up from empty.<br /><br />I had forgotten how nice it is to have a side-scrolling mouse...<br /><br />This is an inexpensive mouse but that doesn’t mean it’s cheap. It works well and it seems to be well designed. It’s rechargeable which means no spending on batteries, it’s shaped nicely to fit the hand a little better than many and it connects quickly.",5.0,i selected this mouse with the thought that it would be a good travel mouse i like the feature set specifically the ability to recharge the mouse instead of replacing the batteries so far i have had no issues with this mouse in the price range its a good onebr br the mouse comes in a little mesh bag which sets it up nicely for use as a travel mouse i can toss the whole in my bag and the usb dongle will stay with it even if it slips off the mousebr br the mouse quickly connects once the dongle is plugged in and i have not had any trouble with it its responsive and does not skip or stutterbr br one of the things about this mouse that stands out to me is actually the shape most mice are somewhat arched but do not have enough arch to fit my hand properly this one is much more arched than most i still prefer my trackball but i do not have any issue with using this mouse because the fit in my hand causes less cramping for mebr br charging this mouse is fast and easy it comes with a usb cable and it charges up quickly when plugged in i have not drained the mouse all the way down and recharged it so i cannot say for sure yet how long it takes to charge it up from emptybr br i had forgotten how nice it is to have a sidescrolling mousebr br this is an inexpensive mouse but that doesnt mean its cheap it works well and it seems to be well designed its rechargeable which means no spending on batteries its shaped nicely to fit the hand a little better than many and it connects quickly,1495
Perfect.  Works great on my Go Pro knockoff,5.0,perfect works great on my go pro knockoff,41
All you need to know is to make sure to click on the wifi link in the app.  It's very easy to use and set up.  No delay in images to phone.<br />Galaxy S20,5.0,all you need to know is to make sure to click on the wifi link in the app its very easy to use and set up no delay in images to phonebr galaxy s,144
"I use this because my office use all window OS and I'm the only one with a MAC OS, so file transfers between computers are easy with this little thing",5.0,i use this because my office use all window os and im the only one with a mac os so file transfers between computers are easy with this little thing,148
Picks up audio incredibly well -- surprised at how good this has been for our conference room of 10 people.,5.0,picks up audio incredibly well surprised at how good this has been for our conference room of people,100
Use between computer and note 10 to move files,5.0,use between computer and note to move files,43
"I've had this TV for a week now and I'm very impressed. Once you get the display to be where you like it (it takes some tweaking), the picture is incredible. From edge to edge and border to border, the screen is flawless. There is only one drawback, however. The sound isn't the best so get a soundbar or external speakers.<br />For the price, you can't beat it. The picture rivals other 4K sets that are triple the price.<br /><br />UPDATE - Bought this in October. Wish now I had bought the 55 inch. I love this TV.",5.0,ive had this tv for a week now and im very impressed once you get the display to be where you like it it takes some tweaking the picture is incredible from edge to edge and border to border the screen is flawless there is only one drawback however the sound isnt the best so get a soundbar or external speakersbr for the price you cant beat it the picture rivals other k sets that are triple the pricebr br update bought this in october wish now i had bought the inch i love this tv,482
I couldn't get audio and video together through RCA cables on an older DVD player. I hooked these up as a component and the DVD player works well.,5.0,i couldnt get audio and video together through rca cables on an older dvd player i hooked these up as a component and the dvd player works well,143
Good value,5.0,good value,10
Love love love it!  The fan is perfect for summer time activities and has over a 5 hour running time on high speed.  I timed it.  Great buy.,5.0,love love love it the fan is perfect for summer time activities and has over a hour running time on high speed i timed it great buy,131
"Overall I'm very pleased with these ear buds. Lots of pros:<br /><br />- very comfortable to wear. I always have ear buds in when working out, and these stayed put through all my cardio work with zero ear soreness.<br /><br />- sound quality is great. I was listening to Friday Night in San Francisco (John Mclaughlin, Al Dimeola and Pco De Lucia) and was amazed at how much of the mid-range sound I was missing using my old ear buds (JBLs). The bass is not boomy, but more than adequate. I found I was able to get better bass sound by changing the rubber tips to a larger size that better fit my ear.<br /><br />- lots of nice touches such as a carrying case that is well designed to protect the ear buds, a selection of rubber ear tips, and even a cleaning tool. It also comes with an airplane jack adapter, but I won't get much use out of that.<br /><br />- outstanding sound isolation. No ambient sound gets in at all. In fact, I had to take one of them out when I was doing road work since I was concerned about not being able to hear cars approaching.<br /><br />My quibbles are minor and mainly relate to the sturdiness of the cabling. It seems pretty thin and may not stand up to the rigors I often put my ear buds through. Too early to tell if this will be a problem, so I didn't subtract any stars because of it. I'll update the review should the build quality prove to be too wimpy.<br /><br />Highly recommend that this be on your short list if you're looking for comfortable buds that sound great, and are very effective in blocking outside noise.",5.0,overall im very pleased with these ear buds lots of prosbr br very comfortable to wear i always have ear buds in when working out and these stayed put through all my cardio work with zero ear sorenessbr br sound quality is great i was listening to friday night in san francisco john mclaughlin al dimeola and pco de lucia and was amazed at how much of the midrange sound i was missing using my old ear buds jbls the bass is not boomy but more than adequate i found i was able to get better bass sound by changing the rubber tips to a larger size that better fit my earbr br lots of nice touches such as a carrying case that is well designed to protect the ear buds a selection of rubber ear tips and even a cleaning tool it also comes with an airplane jack adapter but i wont get much use out of thatbr br outstanding sound isolation no ambient sound gets in at all in fact i had to take one of them out when i was doing road work since i was concerned about not being able to hear cars approachingbr br my quibbles are minor and mainly relate to the sturdiness of the cabling it seems pretty thin and may not stand up to the rigors i often put my ear buds through too early to tell if this will be a problem so i didnt subtract any stars because of it ill update the review should the build quality prove to be too wimpybr br highly recommend that this be on your short list if youre looking for comfortable buds that sound great and are very effective in blocking outside noise,1479
"Earbuds are very comfortable, A++++ sound quality!!!  I will buy more of these for my family!!",5.0,earbuds are very comfortable a sound quality i will buy more of these for my family,83
Excellent product!  Works perfectly and has great range.  Don't leave home without it!,5.0,excellent product works perfectly and has great range dont leave home without it,80
"Bought this to add a few USB 3.0 ports and an Ethernet port to my new Dell XPS 13 (2015 model).  Works like a charm.  Plugged it in, Windows installed the drivers, and I was up and running with all ports functional in just a few seconds.  It's small enough to easily fit in my laptop bag, it matches the aluminum perfectly, it's durable and it looks great.  No complaints.",5.0,bought this to add a few usb ports and an ethernet port to my new dell xps model works like a charm plugged it in windows installed the drivers and i was up and running with all ports functional in just a few seconds its small enough to easily fit in my laptop bag it matches the aluminum perfectly its durable and it looks great no complaints,343
"Works great on my boat. Consistently gives depth at 35 mph up to about 50 feet. Have passed over areas where I know the depth, and at speed, it is accurate.<br /><br />Not at all concerned about cutting out at 50 feet of depth, as at that point, I know I have plenty of water.",5.0,works great on my boat consistently gives depth at mph up to about feet have passed over areas where i know the depth and at speed it is accuratebr br not at all concerned about cutting out at feet of depth as at that point i know i have plenty of water,253
"this is a good charger, though for me I prefer it as a secondary one since it only charges two<br /><br />Pros:<br />charges quickly, at least in comparison to two others I have/have had<br />no obvious heat dissipation surprisingly, which seems a good sign<br />small footprint<br />variable batteries--so far I've used it for C and AA with different brands of each and it's worked excellent with all<br /><br />very pleased with it",5.0,this is a good charger though for me i prefer it as a secondary one since it only charges twobr br prosbr charges quickly at least in comparison to two others i havehave hadbr no obvious heat dissipation surprisingly which seems a good signbr small footprintbr variable batteriesso far ive used it for c and aa with different brands of each and its worked excellent with allbr br very pleased with it,400
Cute stickers. They are durable and look great.,5.0,cute stickers they are durable and look great,45
This may be a new company( with very few reviews)..but don't let that deter your decision.. I put both sticks in an older computer.. it fired right up. I highly recommend :),5.0,this may be a new company with very few reviewsbut dont let that deter your decision i put both sticks in an older computer it fired right up i highly recommend,160
"Since I've bought these cables in the past, when the need came up again I went back to the same source. As with my earlier experience, the cables are well made, they arrived quickly and the cost for a pair can't be beat -- especially considering the over-priced alternatives. Not all ""budget priced cables"" are the same, however, and I recently re-discovered this fact with a DOA HDMI cable from another Amazon Marketplace vendor. The cost was so low (including free shipping) that returning the bad cable wasn't worth the effort. So I ordered again from E-forccity and was more than satisfied.",5.0,since ive bought these cables in the past when the need came up again i went back to the same source as with my earlier experience the cables are well made they arrived quickly and the cost for a pair cant be beat especially considering the overpriced alternatives not all budget priced cables are the same however and i recently rediscovered this fact with a doa hdmi cable from another amazon marketplace vendor the cost was so low including free shipping that returning the bad cable wasnt worth the effort so i ordered again from eforccity and was more than satisfied,571
Good value for the money. I travel to different destinations every month to take a photos of certain spots. I like this charger and the batteries are pretty good as well. I like to be able to plug into a battery power bank when I don't have a place to plug in to a wall outlet. I can use it in the car and I can use it off of my goal zero battery bank and some of my other battery banks. Good batteries for the price,5.0,good value for the money i travel to different destinations every month to take a photos of certain spots i like this charger and the batteries are pretty good as well i like to be able to plug into a battery power bank when i dont have a place to plug in to a wall outlet i can use it in the car and i can use it off of my goal zero battery bank and some of my other battery banks good batteries for the price,410
It looks great on our iPad and was very easy to install!,5.0,it looks great on our ipad and was very easy to install,55
Nice keyboard. Looks like a quality build. Will take some time to see how it performs overall. So far so good.,5.0,nice keyboard looks like a quality build will take some time to see how it performs overall so far so good,106
I really enjoy this alarm clock it's nice to play CD 's to go to sleep by. It has nice sound too .,5.0,i really enjoy this alarm clock its nice to play cd s to go to sleep by it has nice sound too,93
"Use this for split screens for Karaoke, works perfect.",5.0,use this for split screens for karaoke works perfect,52
Perfect for keeping my desk clutter to a minimum.,5.0,perfect for keeping my desk clutter to a minimum,48
Still too new but so far i am impressed. Packaged very well and very clean unit.,5.0,still too new but so far i am impressed packaged very well and very clean unit,78
Just what I needed! Fast shipping.,5.0,just what i needed fast shipping,32
I accidentally removed the wrist strap for a scuba photo during a dive trip and it safely floated to the surface so I could safely ascend to the surface and retrieve it. The bright color is highly visible and it floats perfectly!,5.0,i accidentally removed the wrist strap for a scuba photo during a dive trip and it safely floated to the surface so i could safely ascend to the surface and retrieve it the bright color is highly visible and it floats perfectly,227
What can you say it has the otter quality it fits great built in prop stand looks like it will last for years!,5.0,what can you say it has the otter quality it fits great built in prop stand looks like it will last for years,109
I always loose my keys!! Not a problem anymore,5.0,i always loose my keys not a problem anymore,44
Works great,5.0,works great,11
Love the fire stick! Will be getting each family<br />Member one for Xmas this year!,5.0,love the fire stick will be getting each familybr member one for xmas this year,79
"Been using this for a few weeks now and I'm so happy with my purchase.  Nice & clear, easy to use, no static,  don't have to change the station at all (I have an hour & 20 min commute) the Bluetooth works perfectly. I love this thing",5.0,been using this for a few weeks now and im so happy with my purchase nice clear easy to use no static dont have to change the station at all i have an hour min commute the bluetooth works perfectly i love this thing,215
Super easy to install. Easy velcro on and off. A must for parents with toddlers that don't like long car trips,5.0,super easy to install easy velcro on and off a must for parents with toddlers that dont like long car trips,107
I have CDs and wanted to play them while I walk.  Just needed a new one and this fit the bill.,5.0,i have cds and wanted to play them while i walk just needed a new one and this fit the bill,91
"My dog ate my Sony 900H remote and I didn't feel the need to buy the original. Stumbled across this one as it had good reviews.<br /><br />I'm adding a positive review here also. It's literally point and shoot. No programming/ nothing.  It took it out the package, put in batteries, pressed power and on my TV went. It's very responsive and so far, so good!<br /><br />The remote is very light. It's like a hollow plastic rectangle so I am expecting to have to get another down the road as I'm sure my dog will eat this one too.",5.0,my dog ate my sony h remote and i didnt feel the need to buy the original stumbled across this one as it had good reviewsbr br im adding a positive review here also its literally point and shoot no programming nothing it took it out the package put in batteries pressed power and on my tv went its very responsive and so far so goodbr br the remote is very light its like a hollow plastic rectangle so i am expecting to have to get another down the road as im sure my dog will eat this one too,493
"""Wall Warts"" of various voltages are not the easiest things to find in most towns. This one has selectable voltages (up to 12vdc) and a variety of different size tips to fit all kinds of devices.  Very useful, good value for the price.",5.0,wall warts of various voltages are not the easiest things to find in most towns this one has selectable voltages up to vdc and a variety of different size tips to fit all kinds of devices very useful good value for the price,224
"Absolutely loved it, it's loud enough that I could strap it to the bars of my motorcycle and still hear it while riding through town.<br />I don't have a big apartment but it was loud enough for my little place, and the battery life was surprisingly good",5.0,absolutely loved it its loud enough that i could strap it to the bars of my motorcycle and still hear it while riding through townbr i dont have a big apartment but it was loud enough for my little place and the battery life was surprisingly good,246
"Worked amazing went through the wash like 3 times and still worked as if I just pulled them out of the box. My dog ended up chewing them so I decided to get another pair, this time I got the ones with a mic and they were awful. The sound quality sucked and the right earbud didn’t work at all. So I got a third pair without the mic and I’m glad I did",5.0,worked amazing went through the wash like times and still worked as if i just pulled them out of the box my dog ended up chewing them so i decided to get another pair this time i got the ones with a mic and they were awful the sound quality sucked and the right earbud didnt work at all so i got a third pair without the mic and im glad i did,342
Fit like a glove! Looks better than expected might order more colors,5.0,fit like a glove looks better than expected might order more colors,67
"This cover was exactly what I wanted, without paying $40! The 8 inch tablet does not have as many options available for the covers, and this is exactly what I wanted. It is solid and firm, and feels good when I am carrying it around with me. Basic and neat, it is holding up well, I am tough on things like this and this one is great!",5.0,this cover was exactly what i wanted without paying the inch tablet does not have as many options available for the covers and this is exactly what i wanted it is solid and firm and feels good when i am carrying it around with me basic and neat it is holding up well i am tough on things like this and this one is great,319
"Just as I've come to expect from Pyle mid bass, mids and highs, they handle the power and are clean and tight",5.0,just as ive come to expect from pyle mid bass mids and highs they handle the power and are clean and tight,106
