text,rating,clean_text,text_length
"As of this review this retro radio only costs $19.99 which I think is a very fair price for it.  It's not made to be used in harsh situations because the plastic casing will definitely get crack the first time it's dropped.  The big dial rotates smoothly and using the attached antennae it picks up a lot of radio stations.  It has a good sound too.  It comes with a power supply but will also take 4 AA batteries.  I'm not sure yet where I want to use this radio.  I will have to think of the environment it will be in because it's kind of fragile.  It's very cool looking and definitely retro, but fragile nonetheless.  It looks exactly as pictured on the product page.",5.0,as of this review this retro radio only costs which i think is a very fair price for it its not made to be used in harsh situations because the plastic casing will definitely get crack the first time its dropped the big dial rotates smoothly and using the attached antennae it picks up a lot of radio stations it has a good sound too it comes with a power supply but will also take aa batteries im not sure yet where i want to use this radio i will have to think of the environment it will be in because its kind of fragile its very cool looking and definitely retro but fragile nonetheless it looks exactly as pictured on the product page,639
"This camera is a great camera for the money. It offers affordability, function, and great shots at a wonderful price point. For a bit more than a full featured point-and-shoot, you can get an equally full featured DSLR.<br /><br />This camera offers ease of use for beginners to the SLR market but also has a full feature set that even experienced photogs would love to have.<br /><br />I'm not going to get into all the features here, you can read them above on Amazon's product page, but I will tell you that they are there to help you get the most of your shot. You can, of course, control exposure, shutter, and aperture, but you can also control white balance and color modes with a push of a button.<br /><br />At high ISO speeds you can shoot indoors without a flash, your pictures will turn out beautiful and perfect every time.  What once you would need a 80a or a neutral density filter for you can now do with a few brief menu options on the camera.<br /><br />Another great feature is the live view feature where you can use the LCD screen to see what the camera sees. This is so you won't have to look through the viewfinder and especially useful when doing tripod work.<br /><br />Also the EF-S mount on this camera will also accept your older EF lenses, though EF-S lenses won't fit on your EF mount camera.<br /><br />Overall this is a great camera. It offers wonderful features, price, and takes great pictures.  So why don't you move up to a DSLR and start taking great pictures instead of just good pictures.",5.0,this camera is a great camera for the money it offers affordability function and great shots at a wonderful price point for a bit more than a full featured pointandshoot you can get an equally full featured dslrbr br this camera offers ease of use for beginners to the slr market but also has a full feature set that even experienced photogs would love to havebr br im not going to get into all the features here you can read them above on amazons product page but i will tell you that they are there to help you get the most of your shot you can of course control exposure shutter and aperture but you can also control white balance and color modes with a push of a buttonbr br at high iso speeds you can shoot indoors without a flash your pictures will turn out beautiful and perfect every time what once you would need a a or a neutral density filter for you can now do with a few brief menu options on the camerabr br another great feature is the live view feature where you can use the lcd screen to see what the camera sees this is so you wont have to look through the viewfinder and especially useful when doing tripod workbr br also the efs mount on this camera will also accept your older ef lenses though efs lenses wont fit on your ef mount camerabr br overall this is a great camera it offers wonderful features price and takes great pictures so why dont you move up to a dslr and start taking great pictures instead of just good pictures,1450
very heavy but great for hawking!,5.0,very heavy but great for hawking,32
Works great with amazon prime for tv series,5.0,works great with amazon prime for tv series,43
"These are nice and compact, but still hold up the tablet so the kids can set comfortably or keep both hands available for gaming.",5.0,these are nice and compact but still hold up the tablet so the kids can set comfortably or keep both hands available for gaming,127
"Great fast service.  Wish I had bought this a year ago. I can do away with the extra cable boxes.  Sure I Have to have the other TVs on the same channel, at least now I can clean the other rooms while listening to music.",5.0,great fast service wish i had bought this a year ago i can do away with the extra cable boxes sure i have to have the other tvs on the same channel at least now i can clean the other rooms while listening to music,213
"I've been struggling with a 10"" light box for a while now when trying to photograph my greeting cards, so I got a 16x16, which was way too big & bulky! This is absolutely perfect for my needs! It's just the right size for A2 sized greeting cards, and I can even photo 5x7 size in it. The brightness is good, and it's super sturdy, and folds down flat.",5.0,ive been struggling with a light box for a while now when trying to photograph my greeting cards so i got a x which was way too big bulky this is absolutely perfect for my needs its just the right size for a sized greeting cards and i can even photo x size in it the brightness is good and its super sturdy and folds down flat,326
cool,5.0,cool,4
Works great and just what I was looking for.,5.0,works great and just what i was looking for,43
"Perfect for my needs. Large external storage for backing up all my computer files. I also like the sleek red design. It's a bit pricey for sure, however it was worth ensuring a safe, complete backup of everything important to me.",5.0,perfect for my needs large external storage for backing up all my computer files i also like the sleek red design its a bit pricey for sure however it was worth ensuring a safe complete backup of everything important to me,222
Fit new ipad perfectly and is good protection for the ipad,5.0,fit new ipad perfectly and is good protection for the ipad,58
"well it gives me wifi and bluetooth. works pretty well. the bluetooth is onboard and has nothing to do with the antennas, also I think it used a USB plug on the mobo",5.0,well it gives me wifi and bluetooth works pretty well the bluetooth is onboard and has nothing to do with the antennas also i think it used a usb plug on the mobo,162
4 years later. not one issue. love it.,5.0,years later not one issue love it,33
Works excellently! Good product!,5.0,works excellently good product,30
Stand that holds screen does not tighten up and won’t stay tight. Screws that hold scope in the loop does not stay tight. Over priced but does have quality picture. Slides that come with it are over rated.,5.0,stand that holds screen does not tighten up and wont stay tight screws that hold scope in the loop does not stay tight over priced but does have quality picture slides that come with it are over rated,200
This is great being able to bring your steaming apps to any tv in the house and also on road what more has to be said!!!,5.0,this is great being able to bring your steaming apps to any tv in the house and also on road what more has to be said,117
"I can finally lay in bed and still be charging my phone while I scroll aimlessly, and ever so uselessly. lol. great product quality too.",5.0,i can finally lay in bed and still be charging my phone while i scroll aimlessly and ever so uselessly lol great product quality too,132
What an amazing invention!!! I absolutely love it and love the sound- quality and how you can put it right next to you. Absolutely no “buffering” or lag in sound at all. Where has this been all my life!!! Get it now!!!,5.0,what an amazing invention i absolutely love it and love the sound quality and how you can put it right next to you absolutely no buffering or lag in sound at all where has this been all my life get it now,204
A good second drive installed in a Win XP Pro PC onto which I then installed Windows 7 in a dual boot setup.,5.0,a good second drive installed in a win xp pro pc onto which i then installed windows in a dual boot setup,105
"This is a very nice case but I have to admit I used it for another large tablet and not the Macbook. For that one it works perfectly. I feel my tablet is secure and don't worry it will slide out.  I received the item mentioned above for free or at a deep discount in the hope that I would review it. Regardless, I only recommend products or services I have used personally and believe will be good for other customers as well. I am disclosing this in accordance with the Federal Trade Commission’s 16 CFR, Part 255: “Guides Concerning the Use of Endorsements and Testimonials in Advertising.”",5.0,this is a very nice case but i have to admit i used it for another large tablet and not the macbook for that one it works perfectly i feel my tablet is secure and dont worry it will slide out i received the item mentioned above for free or at a deep discount in the hope that i would review it regardless i only recommend products or services i have used personally and believe will be good for other customers as well i am disclosing this in accordance with the federal trade commissions cfr part guides concerning the use of endorsements and testimonials in advertising,571
This projector is so cute and it is very nice quality. I love that I can hook my cell phone to it and use it on the wifi. I use it above my bed for a ceiling view which is exactly what I wanted it for. I love that I can travel with it. This is exactly what I’ve been wanting for a while. I highly recommend.,5.0,this projector is so cute and it is very nice quality i love that i can hook my cell phone to it and use it on the wifi i use it above my bed for a ceiling view which is exactly what i wanted it for i love that i can travel with it this is exactly what ive been wanting for a while i highly recommend,300
"[[VIDEOID:68b04acf6eab4b4dd7575bdd49a1e898]] The sound and clarity form these are so impressive.  Plus, they sit and stay in your ears once you select the right silicone piece from their included selection.  The clarity of phone call conversations is unmistakably noticeable.  Listing to the music though explains the asking price.  Phenomenal sound always come with high end components.  I am so impressed by these, I  fall asleep every night wearing these.  Music is the last songs I hear before sleep and the fist thing in the morning once I get going.  These make the music come alive like your in the recording studios with your favorite artist.<br /><br />Trust you found this review honest and helpful:-)",5.0,videoidbacfeabbddbddae the sound and clarity form these are so impressive plus they sit and stay in your ears once you select the right silicone piece from their included selection the clarity of phone call conversations is unmistakably noticeable listing to the music though explains the asking price phenomenal sound always come with high end components i am so impressed by these i fall asleep every night wearing these music is the last songs i hear before sleep and the fist thing in the morning once i get going these make the music come alive like your in the recording studios with your favorite artistbr br trust you found this review honest and helpful,662
Works well for the money. Dont have rotate or zoom lens but it quite clear and can record on the mini SD. I like the totally wireless feature also. I can look in on my home and doggie from almost anywhere. Very happy.,5.0,works well for the money dont have rotate or zoom lens but it quite clear and can record on the mini sd i like the totally wireless feature also i can look in on my home and doggie from almost anywhere very happy,212
"Video quality is exceptional! Works well, and has no notable signal loss.<br />A useful dongle as we all get used to (yet another) new standard.",5.0,video quality is exceptional works well and has no notable signal lossbr a useful dongle as we all get used to yet another new standard,135
"SO I bought this as an impulse buy on Amazon Prime Day 2021. It was a good deal what can I say?!? I really didn't think I would use it, but I wanted to give it a try because the Ford+Alexa  app connection to my car kinda sucks and my kids LOVE playing songs on demand. So I got it all connected and now I actually like it! It works WAY better than my alternative and stays connected much better (I have a pretty big dead zone running through my neighborhood). Plus the functionality of the Alexa Auto seems to be a little more expansive than the Ford+Alexa App.",5.0,so i bought this as an impulse buy on amazon prime day it was a good deal what can i say i really didnt think i would use it but i wanted to give it a try because the fordalexa app connection to my car kinda sucks and my kids love playing songs on demand so i got it all connected and now i actually like it it works way better than my alternative and stays connected much better i have a pretty big dead zone running through my neighborhood plus the functionality of the alexa auto seems to be a little more expansive than the fordalexa app,541
Seems better constructed than the branded product.  Already protected the iPad mini from a fall from about 3 feet.  Works as advertised.,5.0,seems better constructed than the branded product already protected the ipad mini from a fall from about feet works as advertised,129
Good quality,5.0,good quality,12
Good product for the price.,5.0,good product for the price,26
Perfect for Apple Magic Mouse! It glides effortlessly and makes it easy to navigate.<br />Doesn’t slide and comes with two pads so I can leave one at home and one in the office.,5.0,perfect for apple magic mouse it glides effortlessly and makes it easy to navigatebr doesnt slide and comes with two pads so i can leave one at home and one in the office,170
I love this motherboard and would choose it again if I had too. I feel like it was worth the money,5.0,i love this motherboard and would choose it again if i had too i feel like it was worth the money,97
"this is my Third one they are great gifts. More important you can read them in the full sun, there is NO glare",5.0,this is my third one they are great gifts more important you can read them in the full sun there is no glare,108
Used it for new tablet I got off Amazon. I love it and daughter loves it especially for strap.,5.0,used it for new tablet i got off amazon i love it and daughter loves it especially for strap,92
It's a protection plan  Hopefully won't need to use it.,5.0,its a protection plan hopefully wont need to use it,51
Great value!!,5.0,great value,11
"Smallrig rod accessories are very well made and should last a very long time. They look good, have no sharp edges and come in a large variety of sizes and uses.<br /><br />And when you tighten them to the rod, they really grip. Not going anywhere.<br /><br />One of their best features is the adjustable thumbscrew. It gives you excellent leverage, but if it runs into anything you can pull up the spring-loaded handle and reposition the handle to clear obstacles.<br /><br />Machining is uniformly excellent and precise. Threaded holes are in logical places and allow a lot of flexibility in mounting.<br /><br />This particular mount works very well to add an extra set of rods under the camera between the base plate and the camera support.<br /><br />I've bought a lot from SmallRig and will probably buy more.",5.0,smallrig rod accessories are very well made and should last a very long time they look good have no sharp edges and come in a large variety of sizes and usesbr br and when you tighten them to the rod they really grip not going anywherebr br one of their best features is the adjustable thumbscrew it gives you excellent leverage but if it runs into anything you can pull up the springloaded handle and reposition the handle to clear obstaclesbr br machining is uniformly excellent and precise threaded holes are in logical places and allow a lot of flexibility in mountingbr br this particular mount works very well to add an extra set of rods under the camera between the base plate and the camera supportbr br ive bought a lot from smallrig and will probably buy more,769
"Crazy with insurances, but hope I never have to use something I bought.  So far the item seems like it will last......",5.0,crazy with insurances but hope i never have to use something i bought so far the item seems like it will last,109
I literally don’t even remember buying this. That’s how long it’s lasted in comparison to what comes with the phone.,5.0,i literally dont even remember buying this thats how long its lasted in comparison to what comes with the phone,111
Great product and charges my devices effortlessly. A little on the large side for travel for me. Although it would travel well elimanting extra plugs and such.We have this one in our sitting area and is great to have while we are charging up different electronics.,5.0,great product and charges my devices effortlessly a little on the large side for travel for me although it would travel well elimanting extra plugs and suchwe have this one in our sitting area and is great to have while we are charging up different electronics,260
"My son wanted a HDTV for his bedroom. This was perfect for his needs. He was impressed with the picture quality and the sound was ok. He is a big gammer and playing the XBox on this certainly raised the level. He has told me even his DVD's look better on this TV, compared to the 40"" TV in his family room.",5.0,my son wanted a hdtv for his bedroom this was perfect for his needs he was impressed with the picture quality and the sound was ok he is a big gammer and playing the xbox on this certainly raised the level he has told me even his dvds look better on this tv compared to the tv in his family room,295
Good quality zip ties.,5.0,good quality zip ties,21
"A budget tablet. Great for the price. Does all I need I watch movies at work with my Bluetooth headset. Comparable to an Samsung note or iPad. Just not as good on the processing speed and memory. Battery life is pretty food I can watch 3, 2 hour movies, before having to charge.",5.0,a budget tablet great for the price does all i need i watch movies at work with my bluetooth headset comparable to an samsung note or ipad just not as good on the processing speed and memory battery life is pretty food i can watch hour movies before having to charge,266
"It arrived quickly, was simple to install, and worked immediately. It solved the problems with my so-called ""smart TV""  that never streamed correctly.  I would definitely recommend it!",5.0,it arrived quickly was simple to install and worked immediately it solved the problems with my socalled smart tv that never streamed correctly i would definitely recommend it,174
"My original Kindle finally died, it would not hold a charge.  I broke down and bought this paperwhite model.  Wow, easier to read, especially in low-light settings.  Holds a charge for a really long time.",5.0,my original kindle finally died it would not hold a charge i broke down and bought this paperwhite model wow easier to read especially in lowlight settings holds a charge for a really long time,193
[[VIDEOID:fcb864617314f7a2122e9ead8f6189f]] Nice length cord.  I don’t love always needing to use Bluetooth headphones.  I’ve got some nice corded ones.<br /><br />This can work to plug in a corded headphone and should charge your phone too.  It has a nice finish like an apple product and matches well.,5.0,videoidfcbfaeeadff nice length cord i dont love always needing to use bluetooth headphones ive got some nice corded onesbr br this can work to plug in a corded headphone and should charge your phone too it has a nice finish like an apple product and matches well,262
Good heavy duty cable- has worked well since purchased and no complaints.,5.0,good heavy duty cable has worked well since purchased and no complaints,71
Good quality and save my time in cutting pieces,5.0,good quality and save my time in cutting pieces,47
Nice Raspberry Pi heat sink set.  Probably not needed as the RPi always seems to run cool for me.  Maybe with 100% video decoding running.  Other looks good.,5.0,nice raspberry pi heat sink set probably not needed as the rpi always seems to run cool for me maybe with video decoding running other looks good,145
"I'm only using this for video (no audio), but it's working great, no obvious distortion.  Very thick cable (which is normally good, except that my cat likes to chew these, so now I have to protect it).",5.0,im only using this for video no audio but its working great no obvious distortion very thick cable which is normally good except that my cat likes to chew these so now i have to protect it,188
BRAINWAVZ WHERE HAVE YOU BEEN ALL MY LIFE?!?!?!?  So I have been using an AT BPSH1 (Breadcast headset).  I have just been dealing with the pain after long periods of wear.  I stumbled across  these and decided to give them a try.  O M F G - They are amazeballs.  They fit as described and feel like excellent quality.  Highly reccomended.,5.0,brainwavz where have you been all my life so i have been using an at bpsh breadcast headset i have just been dealing with the pain after long periods of wear i stumbled across these and decided to give them a try o m f g they are amazeballs they fit as described and feel like excellent quality highly reccomended,313
"The device worked great, helped bring my outdated floppy drive in my keyboard to modern standards. My update was for Korg Karma Music Workstation. Followed some tutorials on how to install the emulator it works great. I used a third party software for formating the thumb drive and was able to get 100 partitions on the thumb stick. Everything works and as far as the keyboard is concerned it emulates perfectly. Reads and writes great but without floppy drive failures and funny drive noise. Attached are some pictures before and after installation. I love this product I'm very pleased and highly recommend it.",5.0,the device worked great helped bring my outdated floppy drive in my keyboard to modern standards my update was for korg karma music workstation followed some tutorials on how to install the emulator it works great i used a third party software for formating the thumb drive and was able to get partitions on the thumb stick everything works and as far as the keyboard is concerned it emulates perfectly reads and writes great but without floppy drive failures and funny drive noise attached are some pictures before and after installation i love this product im very pleased and highly recommend it,598
The headphones fit very good and will stay in while exercising.  Connecting is easy and sound is good.  We have several pair.  Had problems with one and Senso honoring the warranty and replaced.,5.0,the headphones fit very good and will stay in while exercising connecting is easy and sound is good we have several pair had problems with one and senso honoring the warranty and replaced,187
"Better than I thought.<br /><br />The wraps are very thin and because of that thinness I expected them to not hold well - NOT SO!<br /><br />These are excellent and, seriously, what a bargain!",5.0,better than i thoughtbr br the wraps are very thin and because of that thinness i expected them to not hold well not sobr br these are excellent and seriously what a bargain,173
Worked better than the original.,5.0,worked better than the original,31
"This product is:<br />1. Easy to install<br />2. Well made<br />3. Exceeded my expectations by double - great results even in a Western Colorado valley location<br />4. Came with a legible installation manual with good beta on finding best signal strength<br /><br />I highly recommend this to any one who wants to ditch cable video feed.  With what I save, I can buy more bandwidth for Hulu Plus and Netflix on the internet feed.",5.0,this product isbr easy to installbr well madebr exceeded my expectations by double great results even in a western colorado valley locationbr came with a legible installation manual with good beta on finding best signal strengthbr br i highly recommend this to any one who wants to ditch cable video feed with what i save i can buy more bandwidth for hulu plus and netflix on the internet feed,393
"Just got my new Fire TV Stick yesterday and I love it!!!  So easy to install!  Great for streaming movies, etc.  I look forward to using it a lot more in the near future!",5.0,just got my new fire tv stick yesterday and i love it so easy to install great for streaming movies etc i look forward to using it a lot more in the near future,160
"I am currently running  a pair of 32's with a plan to add a third, but I will be doing it either over or under, not in a line.  Be advised if you are planning on operating 3 x 32's in a landscape you are going to want a bigger stand as operating at the edge of capacity will limit how much angle you can put on the monitors",5.0,i am currently running a pair of s with a plan to add a third but i will be doing it either over or under not in a line be advised if you are planning on operating x s in a landscape you are going to want a bigger stand as operating at the edge of capacity will limit how much angle you can put on the monitors,310
"Easy to install, reasonable price.",5.0,easy to install reasonable price,32
I have had this product in my auto for a couple of days and can honestly write that 'all is good.',5.0,i have had this product in my auto for a couple of days and can honestly write that all is good,95
It pairs beautifully.  No problems. It also unpairs easily.,5.0,it pairs beautifully no problems it also unpairs easily,55
Charges batteries quickly and complete.,5.0,charges batteries quickly and complete,38
It does a great job of displaying things and making them look nice,5.0,it does a great job of displaying things and making them look nice,66
"The NP100 gets great reviews, but I never take it too seriously because the reviews always say ""For the price..."". I bought one because I just wanted something that would project a movie onto my wall. Of course, I'd love to spend three times more and get an awesome projector...but I just don't have that kind of cash. So, I went ahead and bought it. Man! Seriously! The picture is GREAT! I use it for DVD's, XBOX 360, my laptop...and the picture is wonderful. WAY WAY better than I had hoped! The colors are great, it is bright, the lines on the picture are sharp, it's just so good! I'm completely happy with this thing. I mean, somebody may give it a low score because it may not match up to a professional projector, but I give it five stars because I got way more than I thought I would for this price. Trust me, if you are just hoping to get something decent, BUY THIS because you will end up with an awesome projector. I couldn't be happier with this NEC NP100.",5.0,the np gets great reviews but i never take it too seriously because the reviews always say for the price i bought one because i just wanted something that would project a movie onto my wall of course id love to spend three times more and get an awesome projectorbut i just dont have that kind of cash so i went ahead and bought it man seriously the picture is great i use it for dvds xbox my laptopand the picture is wonderful way way better than i had hoped the colors are great it is bright the lines on the picture are sharp its just so good im completely happy with this thing i mean somebody may give it a low score because it may not match up to a professional projector but i give it five stars because i got way more than i thought i would for this price trust me if you are just hoping to get something decent buy this because you will end up with an awesome projector i couldnt be happier with this nec np,915
Perfect for the price,5.0,perfect for the price,21
easy to use and has a great picture.,5.0,easy to use and has a great picture,35
"I've had this camera for several months after trying two others from different manufacturers, both costing more than the MiVue 538. I like the GPS readout which was an (added cost) option on the competition. Video clarity is outstanding during the day and somewhat less at night, which is normal for cameras in this price range, so no complaint there. I concur with other raters about blanking the screen when using the unit. I blank mine after ten seconds, but the LED indicators continue to blink when recording, so you are assured that the unit is still operating. The camera hasn't gone through the acid test of our South Carolina summer yet, so we'll have to see how it does. I'm going to try and find a mount that will place it up near the roof line and back from the windshield to hopefully shield it from the worst of our blast-furnace weather. Overall, I'm very happy with this unit and would recommend it to others.<br />**Update**  Eight months later and I'm still very happy with this camera.  Even though I ended up having to place it in the windshield, it survived the summer with no problems and continues to perform like it did the first day. I park outside 24/7, so it sits in the sun all day, every day and the suction cup mount only failed once all summer.",5.0,ive had this camera for several months after trying two others from different manufacturers both costing more than the mivue i like the gps readout which was an added cost option on the competition video clarity is outstanding during the day and somewhat less at night which is normal for cameras in this price range so no complaint there i concur with other raters about blanking the screen when using the unit i blank mine after ten seconds but the led indicators continue to blink when recording so you are assured that the unit is still operating the camera hasnt gone through the acid test of our south carolina summer yet so well have to see how it does im going to try and find a mount that will place it up near the roof line and back from the windshield to hopefully shield it from the worst of our blastfurnace weather overall im very happy with this unit and would recommend it to othersbr update eight months later and im still very happy with this camera even though i ended up having to place it in the windshield it survived the summer with no problems and continues to perform like it did the first day i park outside so it sits in the sun all day every day and the suction cup mount only failed once all summer,1227
"This works as described, and the adjustable sensitivity control is useful - my older one did not have this and would not reliably shut down for a low-powered computer.",5.0,this works as described and the adjustable sensitivity control is useful my older one did not have this and would not reliably shut down for a lowpowered computer,162
"Great quality, nicely packaged, and exactly what you expect.",5.0,great quality nicely packaged and exactly what you expect,57
Perfect to protect the screen on the surface book,5.0,perfect to protect the screen on the surface book,49
These are a very good value for the money. They hold the cable really nice and hold it tightly. So they work very well.,5.0,these are a very good value for the money they hold the cable really nice and hold it tightly so they work very well,116
"My son has gone through a billion different pairs of wired and wireless headphones over the past year. From wires busting to losing ear cushion tips, to them falling apart. It’s been such a pain. I heard about this type of headphones last year and have been wanting to get him some. I got him these as an early Christmas  gift and they rock. I love how they are Bluetooth compatible and aren’t even worn inside the ears. They’re comfortable and kinda cool looking too. The sound quality is great a well. You can use them for music, streaming shows and movies, and for phone calls too. I plan on buying another pair for everyone else on the house.<br />I also like that they added in a free pair of earplugs.",5.0,my son has gone through a billion different pairs of wired and wireless headphones over the past year from wires busting to losing ear cushion tips to them falling apart its been such a pain i heard about this type of headphones last year and have been wanting to get him some i got him these as an early christmas gift and they rock i love how they are bluetooth compatible and arent even worn inside the ears theyre comfortable and kinda cool looking too the sound quality is great a well you can use them for music streaming shows and movies and for phone calls too i plan on buying another pair for everyone else on the housebr i also like that they added in a free pair of earplugs,686
"Update:  The company emailed me to inquire about the issue, as it should hold the monitor.  After sending photos of the issue, they sent me a new part and it seems to be holding steady.  It is funny because the old part seemed solid.  5 Stars because it is doing what it is supposed to be doing and for the great customer service.<br /><br />Original Review:  This is the 3rd one I have tried of these things.  None of them hold my 24 inch monitor that weighs way less than 19 lbs.  I put it on and the monitor sags.  This is a pain because I'm going to have to place it on my standing desktop (separate piece that sits on the desk) because there's not enough room for a monitor base otherwise.<br /><br />It is fairly easy to put together and works well with the laptop or ipad.  Just not a monitor.",5.0,update the company emailed me to inquire about the issue as it should hold the monitor after sending photos of the issue they sent me a new part and it seems to be holding steady it is funny because the old part seemed solid stars because it is doing what it is supposed to be doing and for the great customer servicebr br original review this is the rd one i have tried of these things none of them hold my inch monitor that weighs way less than lbs i put it on and the monitor sags this is a pain because im going to have to place it on my standing desktop separate piece that sits on the desk because theres not enough room for a monitor base otherwisebr br it is fairly easy to put together and works well with the laptop or ipad just not a monitor,752
"Product arrived on time and works as expected,",5.0,product arrived on time and works as expected,45
The replacement remote control was exactly what I was looking for. It’s the same one that I originally purchased.,5.0,the replacement remote control was exactly what i was looking for its the same one that i originally purchased,110
Quality product,5.0,quality product,15
The case fits as ecoect d. Very well made.,5.0,the case fits as ecoect d very well made,40
This photo box is so easy to assemble by myself.  I did think the lighting would be more adjustable but otherwise I love it.,5.0,this photo box is so easy to assemble by myself i did think the lighting would be more adjustable but otherwise i love it,121
"Easy to install, great sound.",5.0,easy to install great sound,27
Love it,5.0,love it,7
Looked for a case with a separate area for the cord and mouse. This is great!,5.0,looked for a case with a separate area for the cord and mouse this is great,75
works great. heavy duty too,5.0,works great heavy duty too,26
Very nice.,5.0,very nice,9
Great for holding device in bed. Love that it makes my hands free to type or to read! It just sits on your lap and you can go about your business. Highly recommend.,5.0,great for holding device in bed love that it makes my hands free to type or to read it just sits on your lap and you can go about your business highly recommend,160
Sturdy set with great sound.,5.0,sturdy set with great sound,27
"Great fun and sooooo useful.  It has replaced our alarm clock, we use it for voice control of our Nest thermostat, voice command our Phillips Hue lightbulbs, and also play music from TuneIn radio which lets you choose local radio stations too.  Audio quality is great for such a small device.  Would absolutely recommend.",5.0,great fun and sooooo useful it has replaced our alarm clock we use it for voice control of our nest thermostat voice command our phillips hue lightbulbs and also play music from tunein radio which lets you choose local radio stations too audio quality is great for such a small device would absolutely recommend,311
"This backpack’s 5-Star rating by thousands of people is WELL-DESERVED!<br /><br />There are so many well thought out storage compartments in a perfectly sized profile. For about $40, I feel like I got a backpack that’s a lot more functional than very expensive ones I’ve owned.<br /><br />Lots to love, like the USB charger access port from the outside and the “secret” zipped compartment on the lower outside back facing in. Roomier than you would think at first glance.<br /><br />Got the brown...nice. Awesome backpack.",5.0,this backpacks star rating by thousands of people is welldeservedbr br there are so many well thought out storage compartments in a perfectly sized profile for about i feel like i got a backpack thats a lot more functional than very expensive ones ive ownedbr br lots to love like the usb charger access port from the outside and the secret zipped compartment on the lower outside back facing in roomier than you would think at first glancebr br got the brownnice awesome backpack,480
Works great!,5.0,works great,11
Nice size perfect for smaller lenses and camera including accessories,5.0,nice size perfect for smaller lenses and camera including accessories,69
Used for a big 4 wiring upgrade in my Maxima.  Smoother start and better charging.  Stopped my radio from rebooting and my headlights from dimming when I stepped on the brakes!  Wire is very flexible and easy to run.,5.0,used for a big wiring upgrade in my maxima smoother start and better charging stopped my radio from rebooting and my headlights from dimming when i stepped on the brakes wire is very flexible and easy to run,207
"This includes almost everything you might need to interface newer Apple computers and tablets with HD TVs, USB, and SD devices/cards. The design is streamlined and attractive and works well—see pics",5.0,this includes almost everything you might need to interface newer apple computers and tablets with hd tvs usb and sd devicescards the design is streamlined and attractive and works wellsee pics,193
"This cable bears the MFi (Made for iPod/iPad/iPhone) logo on the packaging and looks nearly identical to the real thing. The only things different are there is no Apple logo on the cable and it does not carry the Apple price tag.<br /><br />I tested it both as a charging cable and a synching cable with an iPad 2 and it performed flawlessly.<br /><br />The thing that is the same is this is manufactured to Apple's specs and did earn the MFI certification. Why this is important to me is most third party manufacturers have dropped this legacy cable and are now licensing Apple's Lightning cable (if they are even MFi certified). Decent 30 pin cables are becoming scarce, and the ones from Apple are pricy. That leaves a lot of fly-by-night cables that have a high failure rate, and I am frankly tiring of replacing cables on a monthly basis (I had been purchasing them from a well known big box store as well as a nationwide electronics chain.) When I was offered this one as a review sample I could not resist.<br /><br />I've been using this as my sole cable for over a week and am not disappointed. The construction is identical to Apple's, and the performance is too. If you are in the same quandary as I - experiencing high failure rates on 30 pin cables - check this one out.",5.0,this cable bears the mfi made for ipodipadiphone logo on the packaging and looks nearly identical to the real thing the only things different are there is no apple logo on the cable and it does not carry the apple price tagbr br i tested it both as a charging cable and a synching cable with an ipad and it performed flawlesslybr br the thing that is the same is this is manufactured to apples specs and did earn the mfi certification why this is important to me is most third party manufacturers have dropped this legacy cable and are now licensing apples lightning cable if they are even mfi certified decent pin cables are becoming scarce and the ones from apple are pricy that leaves a lot of flybynight cables that have a high failure rate and i am frankly tiring of replacing cables on a monthly basis i had been purchasing them from a well known big box store as well as a nationwide electronics chain when i was offered this one as a review sample i could not resistbr br ive been using this as my sole cable for over a week and am not disappointed the construction is identical to apples and the performance is too if you are in the same quandary as i experiencing high failure rates on pin cables check this one out,1225
"I really am getting used to wearing a Garmin. I had a TomTom for a while and while I liked it, I really like my Garmin so much more. It's easy to add activities online besides runs. Very comfy to wear, even with my small 6&#34; wrist. I will say that I'm glad I bought the BoxWave anti-glare screen protectors for it. Now I just can run without worrying if I'm scratching my new Garmin. I like the alarm feature as well as the backlight. Good watch!",5.0,i really am getting used to wearing a garmin i had a tomtom for a while and while i liked it i really like my garmin so much more its easy to add activities online besides runs very comfy to wear even with my small wrist i will say that im glad i bought the boxwave antiglare screen protectors for it now i just can run without worrying if im scratching my new garmin i like the alarm feature as well as the backlight good watch,428
"This mouse saved me from surgery, used it everyday for years, and then have to buy another one.",5.0,this mouse saved me from surgery used it everyday for years and then have to buy another one,92
Has a super soft micro fiber material inside. My boyfriend uses it for his 15 Inch Lenovo. He loves the slim size and shoulder strap. High quality product.,5.0,has a super soft micro fiber material inside my boyfriend uses it for his inch lenovo he loves the slim size and shoulder strap high quality product,148
"Very nice, for a cord.  Well made, works great.",5.0,very nice for a cord well made works great,42
Very useful!,5.0,very useful,11
Works and is compatible to my dell computer..,5.0,works and is compatible to my dell computer,43
Would definitely order again has been a lifesaver for the $100 Apple Pencil,5.0,would definitely order again has been a lifesaver for the apple pencil,70
This is such a great deal.  Great TV with a beautiful picture,5.0,this is such a great deal great tv with a beautiful picture,59
Nice small set works with video and SLR's.  OZ,5.0,nice small set works with video and slrs oz,43
Bought this for my boyfriend and he says it works great!,5.0,bought this for my boyfriend and he says it works great,55
I now have two of these. The duel HDMI on the unit makes it easier to connect.,5.0,i now have two of these the duel hdmi on the unit makes it easier to connect,76
